,ID,none_sent,lm_sent,none_pred,LM_pred,true
210393,9ec829cf-9a8f-42bb-95a1-b8645ebee86e,"mtv  internally  selected  the  song  what  about  my  dreams?  ,  performed  by  kati  wolf  . ","mtv  internally  selected  the  song  what  about  my  dreams?  ,  performed  by  kati  wolf  . mtv  is an american cable channel that launched on august 1, 1981. based in new york city, it serves as the flagship property of the mtv entertainment group, part of paramount media networks, a division of paramount global.",B-CORP O O O O B-CW I-CW I-CW I-CW O O O B-PER I-PER O,O O O O O B-CW I-CW I-CW I-CW O O O B-PER I-PER O,O O O O O B-CW I-CW I-CW I-CW O O O B-PER I-PER O
177981,9614f754-65c2-4317-8dfa-40794a07f1dc,he  attended  the  public  schools  there  through  the  end  of  junior  high  school  and  he  attended  high  school  at  deerfield  academy  . ,"he  attended  the  public  schools  there  through  the  end  of  junior  high  school  and  he  attended  high  school  at  deerfield  academy  . deerfield academy is an elite coeducational preparatory school in deerfield, massachusetts. founded in 1797, it is one of the oldest secondary schools in the united states.",O O O O O O O O O O O O O O O O O O O B-LOC I-LOC O,O O O O O O O O O O O O O O O O O O O B-GRP I-GRP O,O O O O O O O O O O O O O O O O O O O B-GRP I-GRP O
25568,ea8dbe02-04c8-448f-8fc7-135f570de721,hope  69th  primetime  emmy  awards ,"hope  69th  primetime  emmy  awards the emmy awards, or emmys, are an extensive range of awards for artistic and technical merit for the american and international television industry. a number of annual emmy award ceremonies are held throughout the calendar year, each with their own set of rules and award categories.",O B-CW B-CW I-CW I-CW,O B-CW I-CW I-CW I-CW,O B-CW I-CW I-CW I-CW
110044,0db0f6de-8a8e-44d7-8568-3e2d7ce383ae,jumaane  d.  williams  disorder ,"jumaane  d.  williams  disorder jumaane d. williams  is an american activist and politician who has served as the new york city public advocate since 2019. he is a former member of the new york city council from the 45th district, which includes east flatbush, flatbush, flatlands, marine park, and midwood in brooklyn.",B-PER I-PER I-PER B-CW,B-PER I-PER I-PER O,B-PER I-PER I-PER O
197374,8cb53efe-2a60-4a56-b799-2401a98994ed,image  :  pmn  ap  mine  .  jpeg  |  pmn  1  type  mines  found  in  iraq ,"image  :  pmn  ap  mine  .  jpeg  |  pmn  1  type  mines  found  in  iraq iraq, officially the republic of iraq, is a country in western asia. it is bordered by turkey to the north, iran to the east, the persian gulf and kuwait to the southeast, saudi arabia to the south, jordan to the southwest and syria to the west.",O O O O O O O O B-PROD O O O O O B-LOC,O O O O O O O O O O O O O O B-LOC,O O O O O O O O O O O O O O B-LOC
160574,c908dfb0-3951-4ef2-83a0-9b3e4c6d82fc,george  warden  high  school ,"george  warden  high  school george parrott  also known as big nose george, big beak parrott, george manuse, and george warden, was a cattle rustler and highwayman in the american wild west in the late 19th century. his skin was made into a pair of shoes after his lynching and part of his skull was used as an ashtray.",B-LOC I-LOC I-LOC I-LOC,B-PER I-PER O O,B-PER I-PER O O
190400,ce94aec9-cf37-4a2a-9149-609adaffbc67,"in  2006  ,  he  appeared  on  hardball  with  chris  matthews  . ","in  2006  ,  he  appeared  on  hardball  with  chris  matthews  . christopher john matthews  is an american political commentator, retired talk show host, and author. matthews hosted his weeknight hour-long talk show, hardball with chris matthews, on america's talking and later on msnbc, from 1997 until march 2, 2020.",O O O O O O B-CW O B-PER I-PER O,O O O O O O B-CW I-CW I-CW I-CW O,O O O O O O B-CW I-CW I-CW I-CW O
36771,6c0cc704-fdcc-4b50-8de3-7c8e77c49aeb,other  attendees  included  sinn  féin  representatives  niall  ó  donnghaile  and  paul  maskey  . ,other  attendees  included  sinn  féin  representatives  niall  ó  donnghaile  and  paul  maskey  . sinn féin  is an irish republican and democratic socialist political party active throughout both the republic of ireland and northern ireland. the original sinn féin organisation was founded in 1905 by arthur griffith.,O O O O O O B-PER I-PER I-PER O B-PER I-PER O,O O O B-GRP I-GRP O B-PER I-PER I-PER O B-PER I-PER O,O O O B-GRP I-GRP O B-PER I-PER I-PER O B-PER I-PER O
110514,49719e4a-2825-4f41-970b-e4c3f55b10c0,boca  río  gallegos  files ,"boca  río  gallegos  files club boca río gallegos is an argentine sports club from the city of río gallegos, santa cruz. although other sports are practised , the club is mostly known for its football team, which currently plays in the liga de fútbol sur, the regionalised 6th level of argentine football league system.",B-LOC I-LOC I-LOC O,B-GRP I-GRP I-GRP O,B-GRP I-GRP I-GRP O
67261,3aa1c65f-6236-438b-bbbf-b0edfcee6f94,"since  1933  ,  ecolab  has  maintained  its  headquarters  in  downtown  . ","since  1933  ,  ecolab  has  maintained  its  headquarters  in  downtown  . ecolab inc. is an american corporation headquartered in saint paul, minnesota. it develops and offers services, technology and systems that specialize in treatment, purification, cleaning and hygiene of water in a wide variety of applications.",O O O B-CORP O O O O O B-LOC O,O O O B-CORP O O O O O O O,O O O B-CORP O O O O O O O
3276,b57727fc-9806-4f3a-a0ea-6df85bc6530a,renault  fluence  ze  mail  login ,"renault  fluence  ze  mail  login groupe renault  is a french multinational automobile manufacturer established in 1899. the company produces a range of cars and vans, and in the past has manufactured trucks, tractors, tanks, buses/coaches, aircraft and aircraft engines, and autorail vehicles. z.e. or ze can refer to:",B-PROD I-PROD O O O,B-PROD I-PROD I-PROD O O,B-PROD I-PROD I-PROD O O
92881,68584584-f201-4621-9677-b1c3e3563d74,a  funai  electric ,"a  funai  electric funai electric co., ltd.  is a japanese consumer electronics company headquartered in daitō, osaka. apart from producing its own branded electronic products, it is also an oem providing assembled televisions and video players/recorders to major corporations such as sharp, toshiba, denon, and others.",O B-CORP I-PROD,O B-CORP I-CORP,O B-CORP I-CORP
98339,3bc9adf0-d305-4664-bcc2-1b2d190bb68e,maria  bashir  pc ,"maria  bashir  pc maria bashir is a prosecutor based in afghanistan, who is the only woman to ever hold such a position in the country as of 2009. with more than fifteen years of experience with afghan civil service - the taliban, corrupt policemen, death threats, failed assassination attempts - she has seen them all.",B-CW I-CW O,B-PER I-PER O,B-PER I-PER O
102226,8a2f35a6-d7b1-4a3c-a308-2130d15c56f5,the  name  i.  william  zartman ,the  name  i.  william  zartman i  is the ninth letter of the latin alphabet. i or i may also refer to: ira william zartman is professor emeritus at the paul h. nitze school of advanced international studies  of johns hopkins university. he earlier directed the school's conflict management and african studies programs.,B-CW I-CW O B-PER I-PER,O O B-PER I-PER I-PER,O O B-PER I-PER I-PER
130886,cc08cf7e-59ac-4e46-a809-d539814682ee,what  state  is  evert  karlsson ,"what  state  is  evert  karlsson evert is a dutch and swedish short form of the germanic masculine name ""everhard"" . it is also used as surname. karlsson is a scandinavian patronymic surname meaning ""son of karl"" or ""karl's son"". it is one of the most common surnames in sweden and has a number of alternative spellings.",B-CW I-CW O B-PER I-PER,O O O B-PER I-PER,O O O B-PER I-PER
118846,50404b7b-cd4b-4730-95eb-9873b798e993,"lazy  susan  turntables  are  a  common  feature  at  the  center  of  larger  tables  ,  to  facilitate  passing  of  serving  dishes  . ","lazy  susan  turntables  are  a  common  feature  at  the  center  of  larger  tables  ,  to  facilitate  passing  of  serving  dishes  . a lazy susan is a turntable  placed on a table or countertop to aid in distributing food. lazy susans may be made from a variety of materials but are usually glass, wood, or plastic.",O B-PROD O O O O O O O O O O O O O O O O O O O,B-PROD I-PROD O O O O O O O O O O O O O O O O O O O,B-PROD I-PROD O O O O O O O O O O O O O O O O O O O
17986,c0bff262-e8be-4743-af01-31948a80292e,best  beaches  in  falls  city  oregon ,"best  beaches  in  falls  city  oregon oregon  is a state in the pacific northwest region of the united states. oregon is a part of the western united states, with the columbia river delineating much of oregon's northern boundary with washington, while the snake river delineates much of its eastern boundary with idaho.",O O O B-LOC I-LOC B-LOC,O O O B-LOC I-LOC I-LOC,O O O B-LOC I-LOC I-LOC
116327,fd795d31-466d-438d-8bef-a82a1950c679,"what  is  the  color  of  la  cygne,  kansas ","what  is  the  color  of  la  cygne,  kansas kansas  is a state in the midwestern united states. its capital is topeka, and its largest city is wichita. la cygne  is a city in linn county, kansas, united states, and situated along the marais des cygnes river. as of the 2020 census, the population of the city was 1,050.",O O O O O B-LOC I-LOC B-LOC,O O O O O B-LOC I-LOC I-LOC,O O O O O B-LOC I-LOC I-LOC
95369,0fd162bb-1747-4529-a73c-3adc91de2c75,volvo  pv  36  carioca  ratings ,"volvo  pv  36  carioca  ratings the volvo group  is a swedish multinational manufacturing corporation headquartered in gothenburg. while its core activity is the production, distribution and sale of trucks, buses and construction equipment, volvo also supplies marine and industrial drive systems and financial services.",B-PROD I-PROD I-PROD O O,B-PROD I-PROD I-PROD I-PROD O,B-PROD I-PROD I-PROD I-PROD O
51456,c1c2406e-1703-42fd-a91d-d081680252d0,what  is  a  uganda  national  airlines  company ,"what  is  a  uganda  national  airlines  company uganda , officially the republic of uganda , is a landlocked country in east africa. the country is bordered to the east by kenya, to the north by south sudan, to the west by the democratic republic of the congo, to the south-west by rwanda, and to the south by tanzania.",O O O B-CORP I-CORP I-CORP O,O O O B-CORP I-CORP I-CORP I-CORP,O O O B-CORP I-CORP I-CORP I-CORP
83214,dba9f3b2-ce96-45c4-a1cf-7b2910f981e5,several  key  minutes  of  the  air  traffic  control  audio  can  be  found  on  the  toronto  star  web  site  . ,"several  key  minutes  of  the  air  traffic  control  audio  can  be  found  on  the  toronto  star  web  site  . toronto  is the capital city of the canadian province of ontario. with a recorded population of 2,794,356 in 2021, it is the most populous city in canada and the fourth most populous city in north america.",O O O O O B-GRP I-GRP I-GRP O O O O O O B-GRP I-GRP O O O,O O O O O O O O O O O O O O B-GRP I-GRP O O O,O O O O O O O O O O O O O O B-GRP I-GRP O O O
162740,b6d5fe3f-5200-43bd-9b33-da35f0577d1b,first  interstate  bank  sandy  oregon ,"first  interstate  bank  sandy  oregon oregon  is a state in the pacific northwest region of the united states. oregon is a part of the western united states, with the columbia river delineating much of oregon's northern boundary with washington, while the snake river delineates much of its eastern boundary with idaho.",O B-CORP I-CORP B-LOC I-LOC,O O O B-LOC I-LOC,O O O B-LOC I-LOC
167100,6dc8de59-4274-43eb-8cc2-879f6a1f0120,"clayman  followed  in  the  same  vein  the  next  year  ,  reaching  the  top  20  in  the  same  countries  . ","clayman  followed  in  the  same  vein  the  next  year  ,  reaching  the  top  20  in  the  same  countries  . clayman is the fifth studio album by swedish heavy metal band in flames, released via nuclear blast on 3 july 2000. it has a dark theme, with most of the lyrics dealing with depression and internal struggles.",O O O O O O O O O O O O O O O O O O O,B-CW O O O O O O O O O O O O O O O O O O,B-CW O O O O O O O O O O O O O O O O O O
114056,11a61bb9-c15e-4d25-9833-8a18c0383725,"they  wrestled  in  the  wwe  ,  jim  crockett  promotions  ,  and  on  the  independent  territorial  wrestling  circuits  . ","they  wrestled  in  the  wwe  ,  jim  crockett  promotions  ,  and  on  the  independent  territorial  wrestling  circuits  . james allen crockett sr.  was a professional wrestling promoter and professional sports franchise owner sometimes known as jim crockett sr., or to people within the business simply as ""big jim"".",O O O O B-CORP O B-CORP I-CORP O O O O O O O O O O,O O O O B-CORP O B-CORP I-CORP I-CORP O O O O O O O O O,O O O O B-CORP O B-CORP I-CORP I-CORP O O O O O O O O O
63967,fad7b165-1c45-45b0-9f7e-41a0c2c23de6,for  services  to  the  city  of  london  . ,"for  services  to  the  city  of  london  . london is the capital and largest city of england and the united kingdom, with a population of just under 9 million. it stands on the river thames in south-east england at the head of a 50-mile  estuary down to the north sea, and has been a major settlement for two millennia.",O O O O O I-LOC B-LOC O,O O O O B-LOC I-LOC I-LOC O,O O O O B-LOC I-LOC I-LOC O
44875,0168a03b-c5d9-4e32-8fbe-4245f78461d6,darkover  series  script ,"darkover  series  script darkover is the planet giving its name to the darkover series of science fiction-fantasy novels and short stories by marion zimmer bradley and others published since 1958. according to the novels, darkover is the only habitable planet of seven orbiting a fictional red giant star called cottman.",B-CW O O,B-CW I-CW O,B-CW I-CW O
